-9,-8,1025,280,-2030,840,0
-13,1,1026,210,-2100,-630,0
-7,-4,1026,210,-2170,630,0
-7,-3,1024,210,-2170,910,0
-10,-4,1026,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-8,-4,1025,210,-2170,840,0
-8,-3,1025,210,-2170,910,0
-9,-4,1025,210,-2170,840,0
-8,-4,1024,210,-2100,910,0
-8,-4,1025,210,-2170,910,0
-9,-3,1025,210,-2170,910,0
-9,-3,1025,210,-2170,910,0
-8,-4,1025,210,-2170,910,0
-8,-4,1025,210,-2170,910,0
-10,-4,1025,210,-2170,910,0
-9,-3,1025,210,-2170,910,0
-8,-4,1025,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-8,-3,1024,280,-2170,910,0
-9,-4,1025,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-9,-5,1024,210,-2170,910,0
-8,-3,1025,210,-2170,910,0
-9,-3,1025,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-8,-4,1024,210,-2170,910,0
-9,-3,1025,210,-2100,910,0
-9,-3,1024,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-8,-4,1024,210,-2170,910,0
-8,-4,1025,210,-2170,980,0
-9,-4,1025,210,-2170,910,0
-9,-3,1024,210,-2170,910,0
-9,-5,1025,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-8,-3,1024,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-9,-4,1025,210,-2240,910,0
-9,-3,1025,210,-2170,910,0
-8,-4,1025,280,-2170,910,0
-8,-4,1024,210,-2170,910,0
-9,-4,1025,210,-2170,910,0
-8,-3,1025,210,-2170,910,0
-9,-4,1025,280,-2170,980,0
-9,-4,1025,210,-2170,910,0
-9,-3,1024,210,-2170,910,0
-8,-3,1024,210,-2170,840,0
-9,-4,1025,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-8,-4,1024,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-8,-4,1024,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-8,-4,1024,210,-2170,840,0
-9,-4,1024,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-8,-3,1024,210,-2170,910,0
-8,-3,1025,210,-2170,910,0
-9,-3,1025,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-8,-3,1024,210,-2170,910,0
-9,-3,1024,210,-2170,910,0
-9,-4,1024,210,-2170,910,0
-8,-4,1025,210,-2170,910,0
